,fl_date,op_carrier,iata,icao,state,state_name,airport,latitude,longitude,dep_delay,arr_delay,cancelled,cancellation_code,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
458,2022-01-01,Endeavor Air Inc.,TVC,KTVC,MI,Michigan,Cherry Capital Airport,44.7414,-85.5822,,,1.0,A,,,,,
459,2022-01-01,Endeavor Air Inc.,TVC,KTVC,MI,Michigan,Cherry Capital Airport,44.7414,-85.5822,-5.0,-18.0,0.0,,,,,,
460,2022-01-01,Endeavor Air Inc.,TVC,KTVC,MI,Michigan,Cherry Capital Airport,44.7414,-85.5822,5.0,-5.0,0.0,,,,,,
461,2022-01-01,Endeavor Air Inc.,TVC,KTVC,MI,Michigan,Cherry Capital Airport,44.7414,-85.5822,715.0,716.0,0.0,,704.0,0.0,1.0,0.0,11.0
462,2022-01-01,Endeavor Air Inc.,TYS,KTYS,TN,Tennessee,McGhee Tyson Airport,35.811,-83.994,-7.0,-18.0,0.0,,,,,,
463,2022-01-01,Endeavor Air Inc.,TYS,KTYS,TN,Tennessee,McGhee Tyson Airport,35.811,-83.994,-6.0,-25.0,0.0,,,,,,
464,2022-01-01,Endeavor Air Inc.,TYS,KTYS,TN,Tennessee,McGhee Tyson Airport,35.811,-83.994,-5.0,-23.0,0.0,,,,,,
465,2022-01-01,Endeavor Air Inc.,TYS,KTYS,TN,Tennessee,McGhee Tyson Airport,35.811,-83.994,-5.0,-21.0,0.0,,,,,,
466,2022-01-01,Endeavor Air Inc.,TYS,KTYS,TN,Tennessee,McGhee Tyson Airport,35.811,-83.994,-5.0,-18.0,0.0,,,,,,
467,2022-01-01,Endeavor Air Inc.,TYS,KTYS,TN,Tennessee,McGhee Tyson Airport,35.811,-83.994,-5.0,-17.0,0.0,,,,,,
468,2022-01-01,Endeavor Air Inc.,TYS,KTYS,TN,Tennessee,McGhee Tyson Airport,35.811,-83.994,-4.0,-17.0,0.0,,,,,,
469,2022-01-01,Endeavor Air Inc.,VLD,KVLD,GA,Georgia,Valdosta Regional Airport,30.7825,-83.2767,-5.0,-10.0,0.0,,,,,,
