,fl_date,op_carrier,iata,icao,state,state_name,airport,latitude,longitude,dep_delay,arr_delay,cancelled,cancellation_code,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
470,2022-01-01,Endeavor Air Inc.,VLD,KVLD,GA,Georgia,Valdosta Regional Airport,30.7825,-83.2767,-2.0,-12.0,0.0,,,,,,
471,2022-01-01,Endeavor Air Inc.,VPS,KVPS,FL,Florida,Destin-Fort Walton Beach Airport / Eglin Air Force Base,30.4832,-86.5254,-7.0,-16.0,0.0,,,,,,
472,2022-01-01,Endeavor Air Inc.,VPS,KVPS,FL,Florida,Destin-Fort Walton Beach Airport / Eglin Air Force Base,30.4832,-86.5254,-5.0,-17.0,0.0,,,,,,
473,2022-01-01,Endeavor Air Inc.,VPS,KVPS,FL,Florida,Destin-Fort Walton Beach Airport / Eglin Air Force Base,30.4832,-86.5254,-5.0,-11.0,0.0,,,,,,
474,2022-01-01,Endeavor Air Inc.,XNA,KXNA,AR,Arkansas,Northwest Arkansas Regional Airport,36.2819,-94.3068,-5.0,-16.0,0.0,,,,,,
475,2022-01-01,Endeavor Air Inc.,XNA,KXNA,AR,Arkansas,Northwest Arkansas Regional Airport,36.2819,-94.3068,-4.0,-13.0,0.0,,,,,,
476,2022-01-01,American Airlines Inc.,ABQ,KABQ,NM,New Mexico,Albuquerque International Sunport,35.0402,-106.609,,,1.0,B,,,,,
477,2022-01-01,American Airlines Inc.,ABQ,KABQ,NM,New Mexico,Albuquerque International Sunport,35.0402,-106.609,-8.0,-17.0,0.0,,,,,,
478,2022-01-01,American Airlines Inc.,ABQ,KABQ,NM,New Mexico,Albuquerque International Sunport,35.0402,-106.609,-7.0,-19.0,0.0,,,,,,
479,2022-01-01,American Airlines Inc.,ABQ,KABQ,NM,New Mexico,Albuquerque International Sunport,35.0402,-106.609,-6.0,-26.0,0.0,,,,,,
480,2022-01-01,American Airlines Inc.,ABQ,KABQ,NM,New Mexico,Albuquerque International Sunport,35.0402,-106.609,-6.0,-2.0,0.0,,,,,,
481,2022-01-01,American Airlines Inc.,ABQ,KABQ,NM,New Mexico,Albuquerque International Sunport,35.0402,-106.609,-5.0,3.0,0.0,,,,,,
482,2022-01-01,American Airlines Inc.,ABQ,KABQ,NM,New Mexico,Albuquerque International Sunport,35.0402,-106.609,-4.0,-12.0,0.0,,,,,,
483,2022-01-01,American Airlines Inc.,ABQ,KABQ,NM,New Mexico,Albuquerque International Sunport,35.0402,-106.609,1.0,43.0,0.0,,1.0,0.0,42.0,0.0,0.0
484,2022-01-01,American Airlines Inc.,ABQ,KABQ,NM,New Mexico,Albuquerque International Sunport,35.0402,-106.609,202.0,196.0,0.0,,0.0,0.0,0.0,0.0,196.0
485,2022-01-01,American Airlines Inc.,ALB,KALB,NY,New York,Albany International Airport,42.7483,-73.8017,0.0,0.0,0.0,,,,,,
486,2022-01-01,American Airlines Inc.,ALB,KALB,NY,New York,Albany International Airport,42.7483,-73.8017,7.0,-22.0,0.0,,,,,,
487,2022-01-01,American Airlines Inc.,ATL,KATL,GA,Georgia,Hartsfield-Jackson Atlanta International Airport,33.6367,-84.4281,-9.0,-34.0,0.0,,,,,,
488,2022-01-01,American Airlines Inc.,ATL,KATL,GA,Georgia,Hartsfield-Jackson Atlanta International Airport,33.6367,-84.4281,-8.0,-17.0,0.0,,,,,,
489,2022-01-01,American Airlines Inc.,ATL,KATL,GA,Georgia,Hartsfield-Jackson Atlanta International Airport,33.6367,-84.4281,-6.0,-24.0,0.0,,,,,,
490,2022-01-01,American Airlines Inc.,ATL,KATL,GA,Georgia,Hartsfield-Jackson Atlanta International Airport,33.6367,-84.4281,-6.0,-19.0,0.0,,,,,,
491,2022-01-01,American Airlines Inc.,ATL,KATL,GA,Georgia,Hartsfield-Jackson Atlanta International Airport,33.6367,-84.4281,-6.0,11.0,0.0,,,,,,
492,2022-01-01,American Airlines Inc.,ATL,KATL,GA,Georgia,Hartsfield-Jackson Atlanta International Airport,33.6367,-84.4281,-5.0,-18.0,0.0,,,,,,
493,2022-01-01,American Airlines Inc.,ATL,KATL,GA,Georgia,Hartsfield-Jackson Atlanta International Airport,33.6367,-84.4281,-5.0,-12.0,0.0,,,,,,
494,2022-01-01,American Airlines Inc.,ATL,KATL,GA,Georgia,Hartsfield-Jackson Atlanta International Airport,33.6367,-84.4281,-5.0,-7.0,0.0,,,,,,
495,2022-01-01,American Airlines Inc.,ATL,KATL,GA,Georgia,Hartsfield-Jackson Atlanta International Airport,33.6367,-84.4281,-4.0,-22.0,0.0,,,,,,
496,2022-01-01,American Airlines Inc.,ATL,KATL,GA,Georgia,Hartsfield-Jackson Atlanta International Airport,33.6367,-84.4281,-4.0,-21.0,0.0,,,,,,
497,2022-01-01,American Airlines Inc.,ATL,KATL,GA,Georgia,Hartsfield-Jackson Atlanta International Airport,33.6367,-84.4281,-3.0,-17.0,0.0,,,,,,
498,2022-01-01,American Airlines Inc.,ATL,KATL,GA,Georgia,Hartsfield-Jackson Atlanta International Airport,33.6367,-84.4281,-2.0,2.0,0.0,,,,,,
499,2022-01-01,American Airlines Inc.,ATL,KATL,GA,Georgia,Hartsfield-Jackson Atlanta International Airport,33.6367,-84.4281,-1.0,-15.0,0.0,,,,,,
500,2022-01-01,American Airlines Inc.,ATL,KATL,GA,Georgia,Hartsfield-Jackson Atlanta International Airport,33.6367,-84.4281,1.0,-5.0,0.0,,,,,,
501,2022-01-01,American Airlines Inc.,ATL,KATL,GA,Georgia,Hartsfield-Jackson Atlanta International Airport,33.6367,-84.4281,18.0,2.0,0.0,,,,,,
502,2022-01-01,American Airlines Inc.,ATL,KATL,GA,Georgia,Hartsfield-Jackson Atlanta International Airport,33.6367,-84.4281,19.0,11.0,0.0,,,,,,
503,2022-01-01,American Airlines Inc.,ATL,KATL,GA,Georgia,Hartsfield-Jackson Atlanta International Airport,33.6367,-84.4281,51.0,43.0,0.0,,3.0,0.0,0.0,0.0,40.0
504,2022-01-01,American Airlines Inc.,ATL,KATL,GA,Georgia,Hartsfield-Jackson Atlanta International Airport,33.6367,-84.4281,77.0,61.0,0.0,,4.0,0.0,0.0,0.0,57.0
505,2022-01-01,American Airlines Inc.,AUS,KAUS,TX,Texas,Austin-Bergstrom International Airport,30.1945,-97.6699,,,1.0,A,,,,,
506,2022-01-01,American Airlines Inc.,AUS,KAUS,TX,Texas,Austin-Bergstrom International Airport,30.1945,-97.6699,,,1.0,A,,,,,
507,2022-01-01,American Airlines Inc.,AUS,KAUS,TX,Texas,Austin-Bergstrom International Airport,30.1945,-97.6699,,,1.0,A,,,,,
508,2022-01-01,American Airlines Inc.,AUS,KAUS,TX,Texas,Austin-Bergstrom International Airport,30.1945,-97.6699,,,1.0,B,,,,,
509,2022-01-01,American Airlines Inc.,AUS,KAUS,TX,Texas,Austin-Bergstrom International Airport,30.1945,-97.6699,-9.0,-23.0,0.0,,,,,,
510,2022-01-01,American Airlines Inc.,AUS,KAUS,TX,Texas,Austin-Bergstrom International Airport,30.1945,-97.6699,-9.0,-22.0,0.0,,,,,,
511,2022-01-01,American Airlines Inc.,AUS,KAUS,TX,Texas,Austin-Bergstrom International Airport,30.1945,-97.6699,-9.0,-11.0,0.0,,,,,,
512,2022-01-01,American Airlines Inc.,AUS,KAUS,TX,Texas,Austin-Bergstrom International Airport,30.1945,-97.6699,-8.0,-43.0,0.0,,,,,,
513,2022-01-01,American Airlines Inc.,AUS,KAUS,TX,Texas,Austin-Bergstrom International Airport,30.1945,-97.6699,-7.0,-20.0,0.0,,,,,,
514,2022-01-01,American Airlines Inc.,AUS,KAUS,TX,Texas,Austin-Bergstrom International Airport,30.1945,-97.6699,-7.0,-19.0,0.0,,,,,,
515,2022-01-01,American Airlines Inc.,AUS,KAUS,TX,Texas,Austin-Bergstrom International Airport,30.1945,-97.6699,-7.0,-9.0,0.0,,,,,,
516,2022-01-01,American Airlines Inc.,AUS,KAUS,TX,Texas,Austin-Bergstrom International Airport,30.1945,-97.6699,-6.0,-21.0,0.0,,,,,,
517,2022-01-01,American Airlines Inc.,AUS,KAUS,TX,Texas,Austin-Bergstrom International Airport,30.1945,-97.6699,-6.0,-16.0,0.0,,,,,,
518,2022-01-01,American Airlines Inc.,AUS,KAUS,TX,Texas,Austin-Bergstrom International Airport,30.1945,-97.6699,-5.0,-16.0,0.0,,,,,,
519,2022-01-01,American Airlines Inc.,AUS,KAUS,TX,Texas,Austin-Bergstrom International Airport,30.1945,-97.6699,-5.0,-8.0,0.0,,,,,,
520,2022-01-01,American Airlines Inc.,AUS,KAUS,TX,Texas,Austin-Bergstrom International Airport,30.1945,-97.6699,-5.0,-2.0,0.0,,,,,,
521,2022-01-01,American Airlines Inc.,AUS,KAUS,TX,Texas,Austin-Bergstrom International Airport,30.1945,-97.6699,-4.0,-14.0,0.0,,,,,,
522,2022-01-01,American Airlines Inc.,AUS,KAUS,TX,Texas,Austin-Bergstrom International Airport,30.1945,-97.6699,-2.0,-13.0,0.0,,,,,,
523,2022-01-01,American Airlines Inc.,AUS,KAUS,TX,Texas,Austin-Bergstrom International Airport,30.1945,-97.6699,-2.0,-9.0,0.0,,,,,,
524,2022-01-01,American Airlines Inc.,AUS,KAUS,TX,Texas,Austin-Bergstrom International Airport,30.1945,-97.6699,-2.0,-8.0,0.0,,,,,,
525,2022-01-01,American Airlines Inc.,AUS,KAUS,TX,Texas,Austin-Bergstrom International Airport,30.1945,-97.6699,-2.0,-7.0,0.0,,,,,,
526,2022-01-01,American Airlines Inc.,AUS,KAUS,TX,Texas,Austin-Bergstrom International Airport,30.1945,-97.6699,-1.0,-7.0,0.0,,,,,,
527,2022-01-01,American Airlines Inc.,AUS,KAUS,TX,Texas,Austin-Bergstrom International Airport,30.1945,-97.6699,-1.0,-4.0,0.0,,,,,,
528,2022-01-01,American Airlines Inc.,AUS,KAUS,TX,Texas,Austin-Bergstrom International Airport,30.1945,-97.6699,0.0,1.0,0.0,,,,,,
529,2022-01-01,American Airlines Inc.,AUS,KAUS,TX,Texas,Austin-Bergstrom International Airport,30.1945,-97.6699,0.0,3.0,0.0,,,,,,
530,2022-01-01,American Airlines Inc.,AUS,KAUS,TX,Texas,Austin-Bergstrom International Airport,30.1945,-97.6699,1.0,-13.0,0.0,,,,,,
531,2022-01-01,American Airlines Inc.,AUS,KAUS,TX,Texas,Austin-Bergstrom International Airport,30.1945,-97.6699,3.0,-14.0,0.0,,,,,,
532,2022-01-01,American Airlines Inc.,AUS,KAUS,TX,Texas,Austin-Bergstrom International Airport,30.1945,-97.6699,3.0,-3.0,0.0,,,,,,
533,2022-01-01,American Airlines Inc.,AUS,KAUS,TX,Texas,Austin-Bergstrom International Airport,30.1945,-97.6699,8.0,8.0,0.0,,,,,,
534,2022-01-01,American Airlines Inc.,AUS,KAUS,TX,Texas,Austin-Bergstrom International Airport,30.1945,-97.6699,11.0,7.0,0.0,,,,,,
535,2022-01-01,American Airlines Inc.,AUS,KAUS,TX,Texas,Austin-Bergstrom International Airport,30.1945,-97.6699,14.0,16.0,0.0,,0.0,0.0,2.0,0.0,14.0
536,2022-01-01,American Airlines Inc.,AUS,KAUS,TX,Texas,Austin-Bergstrom International Airport,30.1945,-97.6699,16.0,-1.0,0.0,,,,,,
537,2022-01-01,American Airlines Inc.,AUS,KAUS,TX,Texas,Austin-Bergstrom International Airport,30.1945,-97.6699,19.0,-1.0,0.0,,,,,,
538,2022-01-01,American Airlines Inc.,AUS,KAUS,TX,Texas,Austin-Bergstrom International Airport,30.1945,-97.6699,29.0,20.0,0.0,,3.0,0.0,0.0,0.0,17.0
539,2022-01-01,American Airlines Inc.,AUS,KAUS,TX,Texas,Austin-Bergstrom International Airport,30.1945,-97.6699,49.0,38.0,0.0,,38.0,0.0,0.0,0.0,0.0
540,2022-01-01,American Airlines Inc.,AUS,KAUS,TX,Texas,Austin-Bergstrom International Airport,30.1945,-97.6699,85.0,73.0,0.0,,18.0,0.0,0.0,0.0,55.0
541,2022-01-01,American Airlines Inc.,AUS,KAUS,TX,Texas,Austin-Bergstrom International Airport,30.1945,-97.6699,128.0,113.0,0.0,,113.0,0.0,0.0,0.0,0.0
542,2022-01-01,American Airlines Inc.,AUS,KAUS,TX,Texas,Austin-Bergstrom International Airport,30.1945,-97.6699,837.0,862.0,0.0,,837.0,0.0,25.0,0.0,0.0
543,2022-01-01,American Airlines Inc.,BDL,KBDL,CT,Connecticut,Bradley International Airport,41.9392,-72.6833,,,1.0,B,,,,,
544,2022-01-01,American Airlines Inc.,BDL,KBDL,CT,Connecticut,Bradley International Airport,41.9392,-72.6833,-10.0,-26.0,0.0,,,,,,
545,2022-01-01,American Airlines Inc.,BDL,KBDL,CT,Connecticut,Bradley International Airport,41.9392,-72.6833,-8.0,6.0,0.0,,,,,,
546,2022-01-01,American Airlines Inc.,BDL,KBDL,CT,Connecticut,Bradley International Airport,41.9392,-72.6833,-4.0,-27.0,0.0,,,,,,
547,2022-01-01,American Airlines Inc.,BDL,KBDL,CT,Connecticut,Bradley International Airport,41.9392,-72.6833,-1.0,-14.0,0.0,,,,,,
548,2022-01-01,American Airlines Inc.,BDL,KBDL,CT,Connecticut,Bradley International Airport,41.9392,-72.6833,8.0,5.0,0.0,,,,,,
549,2022-01-01,American Airlines Inc.,BDL,KBDL,CT,Connecticut,Bradley International Airport,41.9392,-72.6833,84.0,91.0,0.0,,1.0,0.0,7.0,0.0,83.0
550,2022-01-01,American Airlines Inc.,BHM,KBHM,AL,Alabama,Birmingham-Shuttlesworth International Airport,33.5629,-86.7535,-5.0,-32.0,0.0,,,,,,
551,2022-01-01,American Airlines Inc.,BHM,KBHM,AL,Alabama,Birmingham-Shuttlesworth International Airport,33.5629,-86.7535,3.0,-10.0,0.0,,,,,,
552,2022-01-01,American Airlines Inc.,BNA,KBNA,TN,Tennessee,Nashville International Airport,36.1245,-86.6782,,,1.0,B,,,,,
553,2022-01-01,American Airlines Inc.,BNA,KBNA,TN,Tennessee,Nashville International Airport,36.1245,-86.6782,-10.0,-5.0,0.0,,,,,,
554,2022-01-01,American Airlines Inc.,BNA,KBNA,TN,Tennessee,Nashville International Airport,36.1245,-86.6782,-9.0,-9.0,0.0,,,,,,
555,2022-01-01,American Airlines Inc.,BNA,KBNA,TN,Tennessee,Nashville International Airport,36.1245,-86.6782,-8.0,-34.0,0.0,,,,,,
556,2022-01-01,American Airlines Inc.,BNA,KBNA,TN,Tennessee,Nashville International Airport,36.1245,-86.6782,-8.0,-14.0,0.0,,,,,,
557,2022-01-01,American Airlines Inc.,BNA,KBNA,TN,Tennessee,Nashville International Airport,36.1245,-86.6782,-8.0,1.0,0.0,,,,,,
558,2022-01-01,American Airlines Inc.,BNA,KBNA,TN,Tennessee,Nashville International Airport,36.1245,-86.6782,-7.0,-18.0,0.0,,,,,,
559,2022-01-01,American Airlines Inc.,BNA,KBNA,TN,Tennessee,Nashville International Airport,36.1245,-86.6782,-3.0,-10.0,0.0,,,,,,
560,2022-01-01,American Airlines Inc.,BNA,KBNA,TN,Tennessee,Nashville International Airport,36.1245,-86.6782,-2.0,-6.0,0.0,,,,,,
561,2022-01-01,American Airlines Inc.,BNA,KBNA,TN,Tennessee,Nashville International Airport,36.1245,-86.6782,-1.0,-4.0,0.0,,,,,,
562,2022-01-01,American Airlines Inc.,BNA,KBNA,TN,Tennessee,Nashville International Airport,36.1245,-86.6782,7.0,14.0,0.0,,,,,,
563,2022-01-01,American Airlines Inc.,BNA,KBNA,TN,Tennessee,Nashville International Airport,36.1245,-86.6782,11.0,-4.0,0.0,,,,,,
564,2022-01-01,American Airlines Inc.,BNA,KBNA,TN,Tennessee,Nashville International Airport,36.1245,-86.6782,24.0,38.0,0.0,,6.0,0.0,14.0,0.0,18.0
565,2022-01-01,American Airlines Inc.,BNA,KBNA,TN,Tennessee,Nashville International Airport,36.1245,-86.6782,27.0,20.0,0.0,,10.0,0.0,0.0,0.0,10.0
566,2022-01-01,American Airlines Inc.,BNA,KBNA,TN,Tennessee,Nashville International Airport,36.1245,-86.6782,30.0,36.0,0.0,,7.0,0.0,6.0,0.0,23.0
567,2022-01-01,American Airlines Inc.,BNA,KBNA,TN,Tennessee,Nashville International Airport,36.1245,-86.6782,54.0,52.0,0.0,,46.0,0.0,0.0,0.0,6.0
568,2022-01-01,American Airlines Inc.,BNA,KBNA,TN,Tennessee,Nashville International Airport,36.1245,-86.6782,58.0,46.0,0.0,,46.0,0.0,0.0,0.0,0.0
569,2022-01-01,American Airlines Inc.,BNA,KBNA,TN,Tennessee,Nashville International Airport,36.1245,-86.6782,923.0,904.0,0.0,,0.0,0.0,0.0,0.0,904.0
570,2022-01-01,American Airlines Inc.,BOS,KBOS,MA,Massachusetts,Logan International Airport,42.3643,-71.0052,,,1.0,B,,,,,
571,2022-01-01,American Airlines Inc.,BOS,KBOS,MA,Massachusetts,Logan International Airport,42.3643,-71.0052,,,1.0,B,,,,,
572,2022-01-01,American Airlines Inc.,BOS,KBOS,MA,Massachusetts,Logan International Airport,42.3643,-71.0052,-9.0,-27.0,0.0,,,,,,
573,2022-01-01,American Airlines Inc.,BOS,KBOS,MA,Massachusetts,Logan International Airport,42.3643,-71.0052,-9.0,-19.0,0.0,,,,,,
574,2022-01-01,American Airlines Inc.,BOS,KBOS,MA,Massachusetts,Logan International Airport,42.3643,-71.0052,-8.0,-35.0,0.0,,,,,,
575,2022-01-01,American Airlines Inc.,BOS,KBOS,MA,Massachusetts,Logan International Airport,42.3643,-71.0052,-8.0,-25.0,0.0,,,,,,
576,2022-01-01,American Airlines Inc.,BOS,KBOS,MA,Massachusetts,Logan International Airport,42.3643,-71.0052,-7.0,-11.0,0.0,,,,,,
577,2022-01-01,American Airlines Inc.,BOS,KBOS,MA,Massachusetts,Logan International Airport,42.3643,-71.0052,-6.0,-35.0,0.0,,,,,,
578,2022-01-01,American Airlines Inc.,BOS,KBOS,MA,Massachusetts,Logan International Airport,42.3643,-71.0052,-6.0,-22.0,0.0,,,,,,
579,2022-01-01,American Airlines Inc.,BOS,KBOS,MA,Massachusetts,Logan International Airport,42.3643,-71.0052,-6.0,-17.0,0.0,,,,,,
580,2022-01-01,American Airlines Inc.,BOS,KBOS,MA,Massachusetts,Logan International Airport,42.3643,-71.0052,-6.0,-13.0,0.0,,,,,,
581,2022-01-01,American Airlines Inc.,BOS,KBOS,MA,Massachusetts,Logan International Airport,42.3643,-71.0052,-5.0,-28.0,0.0,,,,,,
582,2022-01-01,American Airlines Inc.,BOS,KBOS,MA,Massachusetts,Logan International Airport,42.3643,-71.0052,-5.0,-24.0,0.0,,,,,,
583,2022-01-01,American Airlines Inc.,BOS,KBOS,MA,Massachusetts,Logan International Airport,42.3643,-71.0052,-5.0,-23.0,0.0,,,,,,
584,2022-01-01,American Airlines Inc.,BOS,KBOS,MA,Massachusetts,Logan International Airport,42.3643,-71.0052,-5.0,-19.0,0.0,,,,,,
585,2022-01-01,American Airlines Inc.,BOS,KBOS,MA,Massachusetts,Logan International Airport,42.3643,-71.0052,-5.0,-17.0,0.0,,,,,,
586,2022-01-01,American Airlines Inc.,BOS,KBOS,MA,Massachusetts,Logan International Airport,42.3643,-71.0052,-5.0,-10.0,0.0,,,,,,
587,2022-01-01,American Airlines Inc.,BOS,KBOS,MA,Massachusetts,Logan International Airport,42.3643,-71.0052,-4.0,-14.0,0.0,,,,,,
588,2022-01-01,American Airlines Inc.,BOS,KBOS,MA,Massachusetts,Logan International Airport,42.3643,-71.0052,-3.0,-8.0,0.0,,,,,,
589,2022-01-01,American Airlines Inc.,BOS,KBOS,MA,Massachusetts,Logan International Airport,42.3643,-71.0052,-3.0,-6.0,0.0,,,,,,
590,2022-01-01,American Airlines Inc.,BOS,KBOS,MA,Massachusetts,Logan International Airport,42.3643,-71.0052,-3.0,0.0,0.0,,,,,,
591,2022-01-01,American Airlines Inc.,BOS,KBOS,MA,Massachusetts,Logan International Airport,42.3643,-71.0052,-3.0,7.0,0.0,,,,,,
592,2022-01-01,American Airlines Inc.,BOS,KBOS,MA,Massachusetts,Logan International Airport,42.3643,-71.0052,-3.0,12.0,0.0,,,,,,
593,2022-01-01,American Airlines Inc.,BOS,KBOS,MA,Massachusetts,Logan International Airport,42.3643,-71.0052,-2.0,-21.0,0.0,,,,,,
594,2022-01-01,American Airlines Inc.,BOS,KBOS,MA,Massachusetts,Logan International Airport,42.3643,-71.0052,-2.0,-18.0,0.0,,,,,,
595,2022-01-01,American Airlines Inc.,BOS,KBOS,MA,Massachusetts,Logan International Airport,42.3643,-71.0052,-2.0,-7.0,0.0,,,,,,
596,2022-01-01,American Airlines Inc.,BOS,KBOS,MA,Massachusetts,Logan International Airport,42.3643,-71.0052,2.0,-9.0,0.0,,,,,,
597,2022-01-01,American Airlines Inc.,BOS,KBOS,MA,Massachusetts,Logan International Airport,42.3643,-71.0052,2.0,27.0,0.0,,2.0,0.0,25.0,0.0,0.0
598,2022-01-01,American Airlines Inc.,BOS,KBOS,MA,Massachusetts,Logan International Airport,42.3643,-71.0052,3.0,1.0,0.0,,,,,,
599,2022-01-01,American Airlines Inc.,BOS,KBOS,MA,Massachusetts,Logan International Airport,42.3643,-71.0052,15.0,3.0,0.0,,,,,,
600,2022-01-01,American Airlines Inc.,BOS,KBOS,MA,Massachusetts,Logan International Airport,42.3643,-71.0052,19.0,29.0,0.0,,0.0,0.0,10.0,0.0,19.0
601,2022-01-01,American Airlines Inc.,BOS,KBOS,MA,Massachusetts,Logan International Airport,42.3643,-71.0052,20.0,29.0,0.0,,4.0,0.0,9.0,0.0,16.0
602,2022-01-01,American Airlines Inc.,BOS,KBOS,MA,Massachusetts,Logan International Airport,42.3643,-71.0052,23.0,10.0,0.0,,,,,,
603,2022-01-01,American Airlines Inc.,BOS,KBOS,MA,Massachusetts,Logan International Airport,42.3643,-71.0052,41.0,35.0,0.0,,0.0,0.0,0.0,0.0,35.0
604,2022-01-01,American Airlines Inc.,BOS,KBOS,MA,Massachusetts,Logan International Airport,42.3643,-71.0052,130.0,114.0,0.0,,114.0,0.0,0.0,0.0,0.0
605,2022-01-01,American Airlines Inc.,BUF,KBUF,NY,New York,Buffalo Niagara International Airport,42.9405,-78.7322,0.0,7.0,0.0,,,,,,
606,2022-01-01,American Airlines Inc.,BUF,KBUF,NY,New York,Buffalo Niagara International Airport,42.9405,-78.7322,1573.0,1598.0,0.0,,1573.0,0.0,25.0,0.0,0.0
607,2022-01-01,American Airlines Inc.,BUR,KBUR,CA,California,Bob Hope Airport,34.2007,-118.359,-6.0,-29.0,0.0,,,,,,
608,2022-01-01,American Airlines Inc.,BUR,KBUR,CA,California,Bob Hope Airport,34.2007,-118.359,24.0,4.0,0.0,,,,,,
609,2022-01-01,American Airlines Inc.,BWI,KBWI,MD,Maryland,Baltimore/Washington International Airport,39.1753,-76.6683,-11.0,-20.0,0.0,,,,,,
610,2022-01-01,American Airlines Inc.,BWI,KBWI,MD,Maryland,Baltimore/Washington International Airport,39.1753,-76.6683,-8.0,-29.0,0.0,,,,,,
611,2022-01-01,American Airlines Inc.,BWI,KBWI,MD,Maryland,Baltimore/Washington International Airport,39.1753,-76.6683,-7.0,-26.0,0.0,,,,,,
612,2022-01-01,American Airlines Inc.,BWI,KBWI,MD,Maryland,Baltimore/Washington International Airport,39.1753,-76.6683,-7.0,-21.0,0.0,,,,,,
613,2022-01-01,American Airlines Inc.,BWI,KBWI,MD,Maryland,Baltimore/Washington International Airport,39.1753,-76.6683,-4.0,-18.0,0.0,,,,,,
614,2022-01-01,American Airlines Inc.,BWI,KBWI,MD,Maryland,Baltimore/Washington International Airport,39.1753,-76.6683,-1.0,20.0,0.0,,0.0,0.0,20.0,0.0,0.0
615,2022-01-01,American Airlines Inc.,BWI,KBWI,MD,Maryland,Baltimore/Washington International Airport,39.1753,-76.6683,0.0,10.0,0.0,,,,,,
616,2022-01-01,American Airlines Inc.,BWI,KBWI,MD,Maryland,Baltimore/Washington International Airport,39.1753,-76.6683,76.0,58.0,0.0,,58.0,0.0,0.0,0.0,0.0
617,2022-01-01,American Airlines Inc.,BZN,KBZN,MT,Montana,Bozeman Yellowstone International Airport (Gallatin Field),45.7775,-111.153,-5.0,4.0,0.0,,,,,,
618,2022-01-01,American Airlines Inc.,BZN,KBZN,MT,Montana,Bozeman Yellowstone International Airport (Gallatin Field),45.7775,-111.153,20.0,19.0,0.0,,0.0,0.0,0.0,0.0,19.0
619,2022-01-01,American Airlines Inc.,BZN,KBZN,MT,Montana,Bozeman Yellowstone International Airport (Gallatin Field),45.7775,-111.153,46.0,48.0,0.0,,0.0,0.0,2.0,0.0,46.0
620,2022-01-01,American Airlines Inc.,BZN,KBZN,MT,Montana,Bozeman Yellowstone International Airport (Gallatin Field),45.7775,-111.153,114.0,120.0,0.0,,65.0,0.0,6.0,0.0,49.0
621,2022-01-01,American Airlines Inc.,CHS,KCHS,SC,South Carolina,Charleston International Airport / Charleston Air Force Base,32.8986,-80.0405,-12.0,-32.0,0.0,,,,,,
622,2022-01-01,American Airlines Inc.,CHS,KCHS,SC,South Carolina,Charleston International Airport / Charleston Air Force Base,32.8986,-80.0405,-6.0,-6.0,0.0,,,,,,
623,2022-01-01,American Airlines Inc.,CHS,KCHS,SC,South Carolina,Charleston International Airport / Charleston Air Force Base,32.8986,-80.0405,41.0,88.0,0.0,,41.0,0.0,47.0,0.0,0.0
624,2022-01-01,American Airlines Inc.,CLE,KCLE,OH,Ohio,Cleveland Hopkins International Airport,41.4117,-81.8498,-8.0,-24.0,0.0,,,,,,
625,2022-01-01,American Airlines Inc.,CLE,KCLE,OH,Ohio,Cleveland Hopkins International Airport,41.4117,-81.8498,-6.0,-22.0,0.0,,,,,,
626,2022-01-01,American Airlines Inc.,CLE,KCLE,OH,Ohio,Cleveland Hopkins International Airport,41.4117,-81.8498,-6.0,-11.0,0.0,,,,,,
627,2022-01-01,American Airlines Inc.,CLE,KCLE,OH,Ohio,Cleveland Hopkins International Airport,41.4117,-81.8498,-5.0,17.0,0.0,,0.0,0.0,17.0,0.0,0.0
628,2022-01-01,American Airlines Inc.,CLE,KCLE,OH,Ohio,Cleveland Hopkins International Airport,41.4117,-81.8498,-3.0,-32.0,0.0,,,,,,
629,2022-01-01,American Airlines Inc.,CLE,KCLE,OH,Ohio,Cleveland Hopkins International Airport,41.4117,-81.8498,4.0,3.0,0.0,,,,,,
630,2022-01-01,American Airlines Inc.,CLE,KCLE,OH,Ohio,Cleveland Hopkins International Airport,41.4117,-81.8498,53.0,59.0,0.0,,0.0,0.0,6.0,0.0,53.0
631,2022-01-01,American Airlines Inc.,CLE,KCLE,OH,Ohio,Cleveland Hopkins International Airport,41.4117,-81.8498,83.0,92.0,0.0,,71.0,0.0,9.0,0.0,12.0
632,2022-01-01,American Airlines Inc.,CLT,KCLT,NC,North Carolina,Charlotte Douglas International Airport,35.214,-80.9431,,,1.0,A,,,,,
633,2022-01-01,American Airlines Inc.,CLT,KCLT,NC,North Carolina,Charlotte Douglas International Airport,35.214,-80.9431,,,1.0,A,,,,,
634,2022-01-01,American Airlines Inc.,CLT,KCLT,NC,North Carolina,Charlotte Douglas International Airport,35.214,-80.9431,,,1.0,A,,,,,
635,2022-01-01,American Airlines Inc.,CLT,KCLT,NC,North Carolina,Charlotte Douglas International Airport,35.214,-80.9431,,,1.0,A,,,,,
636,2022-01-01,American Airlines Inc.,CLT,KCLT,NC,North Carolina,Charlotte Douglas International Airport,35.214,-80.9431,,,1.0,A,,,,,
637,2022-01-01,American Airlines Inc.,CLT,KCLT,NC,North Carolina,Charlotte Douglas International Airport,35.214,-80.9431,,,1.0,A,,,,,
638,2022-01-01,American Airlines Inc.,CLT,KCLT,NC,North Carolina,Charlotte Douglas International Airport,35.214,-80.9431,,,1.0,A,,,,,
